Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Mon Mar 21 2016,10:00 PM,Memphis Grizzlies,103,Phoenix Suns,97,Box Score,,15868,
Tue Mar 22 2016,7:30 PM,Charlotte Hornets,105,Brooklyn Nets,100,Box Score,,15739,
Tue Mar 22 2016,10:30 PM,Memphis Grizzlies,100,Los Angeles Lakers,107,Box Score,,18997,
Tue Mar 22 2016,8:00 PM,Miami Heat,113,New Orleans Pelicans,99,Box Score,,16867,
Tue Mar 22 2016,8:00 PM,Houston Rockets,107,Oklahoma City Thunder,111,Box Score,,18203,
Wed Mar 23 2016,7:30 PM,Toronto Raptors,79,Boston Celtics,91,Box Score,,18624,
Wed Mar 23 2016,8:00 PM,New York Knicks,115,Chicago Bulls,107,Box Score,,21788,
Wed Mar 23 2016,7:00 PM,Milwaukee Bucks,104,Cleveland Cavaliers,113,Box Score,,20562,
Wed Mar 23 2016,9:00 PM,Philadelphia 76ers,103,Denver Nuggets,104,Box Score,,10684,
Wed Mar 23 2016,7:30 PM,Orlando Magic,102,Detroit Pistons,118,Box Score,,16609,
Wed Mar 23 2016,10:30 PM,Los Angeles Clippers,98,Golden State Warriors,114,Box Score,,19596,
Wed Mar 23 2016,8:00 PM,Utah Jazz,89,Houston Rockets,87,Box Score,,18151,
Wed Mar 23 2016,8:00 PM,Sacramento Kings,104,Minnesota Timberwolves,113,Box Score,,12151,
Wed Mar 23 2016,10:00 PM,Los Angeles Lakers,107,Phoenix Suns,119,Box Score,,18191,
Wed Mar 23 2016,10:00 PM,Dallas Mavericks,103,Portland Trail Blazers,109,Box Score,,19819,
Wed Mar 23 2016,8:30 PM,Miami Heat,88,San Antonio Spurs,112,Box Score,,18418,
Wed Mar 23 2016,7:00 PM,Atlanta Hawks,122,Washington Wizards,101,Box Score,,18807,
Thu Mar 24 2016,7:30 PM,Cleveland Cavaliers,95,Brooklyn Nets,104,Box Score,,17732,
Thu Mar 24 2016,7:00 PM,New Orleans Pelicans,84,Indiana Pacers,92,Box Score,,17517,
Thu Mar 24 2016,10:30 PM,Portland Trail Blazers,94,Los Angeles Clippers,96,Box Score,,19359,
Thu Mar 24 2016,7:30 PM,Chicago Bulls,94,New York Knicks,106,Box Score,,19812,
Thu Mar 24 2016,8:00 PM,Utah Jazz,91,Oklahoma City Thunder,113,Box Score,,18203,
Fri Mar 25 2016,8:00 PM,Milwaukee Bucks,90,Atlanta Hawks,101,Box Score,,17070,
Fri Mar 25 2016,7:30 PM,Charlotte Hornets,105,Detroit Pistons,112,Box Score,,17209,
Fri Mar 25 2016,10:30 PM,Dallas Mavericks,120,Golden State Warriors,128,Box Score,,19596,
Fri Mar 25 2016,8:00 PM,Toronto Raptors,109,Houston Rockets,112,Box Score,,18230,
Fri Mar 25 2016,10:30 PM,Denver Nuggets,116,Los Angeles Lakers,105,Box Score,,18997,
Fri Mar 25 2016,8:00 PM,Orlando Magic,97,Miami Heat,108,Box Score,,19918,
Fri Mar 25 2016,10:00 PM,Phoenix Suns,94,Sacramento Kings,116,Box Score,,17317,
Fri Mar 25 2016,8:30 PM,Memphis Grizzlies,104,San Antonio Spurs,110,Box Score,,18418,
Fri Mar 25 2016,7:00 PM,Minnesota Timberwolves,132,Washington Wizards,129,Box Score,2OT,20356,
Sat Mar 26 2016,6:00 PM,Indiana Pacers,110,Brooklyn Nets,120,Box Score,,16625,
Sat Mar 26 2016,7:30 PM,Atlanta Hawks,112,Detroit Pistons,95,Box Score,,17857,
Sat Mar 26 2016,8:30 PM,Charlotte Hornets,115,Milwaukee Bucks,91,Box Score,,15544,
Sat Mar 26 2016,8:00 PM,Utah Jazz,93,Minnesota Timberwolves,84,Box Score,,14694,
Sat Mar 26 2016,7:00 PM,Toronto Raptors,115,New Orleans Pelicans,91,Box Score,,17009,
Sat Mar 26 2016,7:30 PM,Cleveland Cavaliers,107,New York Knicks,93,Box Score,,19812,
Sat Mar 26 2016,8:00 PM,San Antonio Spurs,92,Oklahoma City Thunder,111,Box Score,,18203,
Sat Mar 26 2016,7:00 PM,Chicago Bulls,89,Orlando Magic,111,Box Score,,18846,
Sat Mar 26 2016,10:00 PM,Boston Celtics,102,Phoenix Suns,99,Box Score,,18055,
Sat Mar 26 2016,10:00 PM,Philadelphia 76ers,105,Portland Trail Blazers,108,Box Score,,19506,
Sun Mar 27 2016,8:00 PM,Philadelphia 76ers,105,Golden State Warriors,117,Box Score,,19596,
Sun Mar 27 2016,6:00 PM,Houston Rockets,101,Indiana Pacers,104,Box Score,,17165,
Sun Mar 27 2016,3:30 PM,Denver Nuggets,90,Los Angeles Clippers,105,Box Score,,19060,
Sun Mar 27 2016,9:30 PM,Washington Wizards,101,Los Angeles Lakers,88,Box Score,,18997,
Sun Mar 27 2016,6:00 PM,Dallas Mavericks,111,Sacramento Kings,133,Box Score,,17147,
Mon Mar 28 2016,8:00 PM,Atlanta Hawks,102,Chicago Bulls,100,Box Score,,21761,
Mon Mar 28 2016,9:00 PM,Dallas Mavericks,97,Denver Nuggets,88,Box Score,,14844,
Mon Mar 28 2016,10:30 PM,Boston Celtics,90,Los Angeles Clippers,114,Box Score,,19258,
Mon Mar 28 2016,8:00 PM,San Antonio Spurs,101,Memphis Grizzlies,87,Box Score,,17133,
Mon Mar 28 2016,7:30 PM,Brooklyn Nets,99,Miami Heat,110,Box Score,,20003,
Mon Mar 28 2016,8:00 PM,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,11141,
Mon Mar 28 2016,8:00 PM,New York Knicks,91,New Orleans Pelicans,99,Box Score,,17000,
Mon Mar 28 2016,10:00 PM,Sacramento Kings,93,Portland Trail Blazers,105,Box Score,,19393,
Mon Mar 28 2016,7:30 PM,Oklahoma City Thunder,119,Toronto Raptors,100,Box Score,,19800,
Mon Mar 28 2016,9:00 PM,Los Angeles Lakers,75,Utah Jazz,123,Box Score,,19911,
Tue Mar 29 2016,8:00 PM,Houston Rockets,106,Cleveland Cavaliers,100,Box Score,,20562,
Tue Mar 29 2016,7:30 PM,Oklahoma City Thunder,82,Detroit Pistons,88,Box Score,,18201,
Tue Mar 29 2016,10:30 PM,Washington Wizards,94,Golden State Warriors,102,Box Score,,19596,
Tue Mar 29 2016,7:00 PM,Chicago Bulls,98,Indiana Pacers,96,Box Score,,17050,
Tue Mar 29 2016,7:00 PM,Brooklyn Nets,105,Orlando Magic,139,Box Score,,17536,
Tue Mar 29 2016,7:00 PM,Charlotte Hornets,100,Philadelphia 76ers,85,Box Score,,14486,
Wed Mar 30 2016,8:30 PM,New York Knicks,89,Dallas Mavericks,91,Box Score,,20435,
Wed Mar 30 2016,10:30 PM,Miami Heat,100,Los Angeles Lakers,102,Box Score,OT,18997,
Wed Mar 30 2016,8:00 PM,Denver Nuggets,109,Memphis Grizzlies,105,Box Score,,16401,
Wed Mar 30 2016,8:00 PM,Phoenix Suns,94,Milwaukee Bucks,105,Box Score,,15733,
Wed Mar 30 2016,8:00 PM,Los Angeles Clippers,99,Minnesota Timberwolves,79,Box Score,,12252,
Wed Mar 30 2016,10:00 PM,Washington Wizards,111,Sacramento Kings,120,Box Score,,17185,
Wed Mar 30 2016,8:30 PM,New Orleans Pelicans,92,San Antonio Spurs,100,Box Score,,18418,
Wed Mar 30 2016,7:30 PM,Atlanta Hawks,97,Toronto Raptors,105,Box Score,,19800,
Wed Mar 30 2016,9:00 PM,Golden State Warriors,103,Utah Jazz,96,Box Score,OT,19911,
Thu Mar 31 2016,7:00 PM,Brooklyn Nets,87,Cleveland Cavaliers,107,Box Score,,20562,
Thu Mar 31 2016,7:00 PM,Chicago Bulls,103,Houston Rockets,100,Box Score,,18244,
Thu Mar 31 2016,7:00 PM,Orlando Magic,114,Indiana Pacers,94,Box Score,,17234,
Thu Mar 31 2016,8:00 PM,Denver Nuggets,95,New Orleans Pelicans,101,Box Score,,16269,
Thu Mar 31 2016,9:30 PM,Los Angeles Clippers,117,Oklahoma City Thunder,119,Box Score,,18203,
Thu Mar 31 2016,10:00 PM,Boston Celtics,109,Portland Trail Blazers,116,Box Score,,19393,
Fri Apr 1 2016,8:00 PM,Cleveland Cavaliers,110,Atlanta Hawks,108,Box Score,OT,19427,
Fri Apr 1 2016,7:00 PM,Philadelphia 76ers,91,Charlotte Hornets,100,Box Score,,19244,
Fri Apr 1 2016,7:30 PM,Dallas Mavericks,98,Detroit Pistons,89,Box Score,,19031,
Fri Apr 1 2016,10:30 PM,Boston Celtics,109,Golden State Warriors,106,Box Score,,19596,
Fri Apr 1 2016,8:00 PM,Toronto Raptors,99,Memphis Grizzlies,95,Box Score,,17077,
Fri Apr 1 2016,8:00 PM,Orlando Magic,110,Milwaukee Bucks,113,Box Score,,16268,
Fri Apr 1 2016,7:30 PM,Brooklyn Nets,91,New York Knicks,105,Box Score,,19812,
Fri Apr 1 2016,10:30 PM,Washington Wizards,106,Phoenix Suns,99,Box Score,,17345,
Fri Apr 1 2016,10:00 PM,Miami Heat,112,Sacramento Kings,106,Box Score,,17317,
Fri Apr 1 2016,9:00 PM,Minnesota Timberwolves,85,Utah Jazz,98,Box Score,,19911,
Sat Apr 2 2016,8:00 PM,Detroit Pistons,94,Chicago Bulls,90,Box Score,,22197,
Sat Apr 2 2016,9:00 PM,Sacramento Kings,115,Denver Nuggets,106,Box Score,,15607,
Sat Apr 2 2016,7:30 PM,Indiana Pacers,115,Philadelphia 76ers,102,Box Score,,19213,
Sat Apr 2 2016,10:00 PM,Miami Heat,93,Portland Trail Blazers,110,Box Score,,19633,
Sat Apr 2 2016,8:30 PM,Toronto Raptors,95,San Antonio Spurs,102,Box Score,,18418,
Sun Apr 3 2016,1:00 PM,New Orleans Pelicans,106,Brooklyn Nets,87,Box Score,,16329,
Sun Apr 3 2016,3:30 PM,Charlotte Hornets,103,Cleveland Cavaliers,112,Box Score,,20562,
Sun Apr 3 2016,8:00 PM,Portland Trail Blazers,111,Golden State Warriors,136,Box Score,,19596,
Sun Apr 3 2016,3:30 PM,Oklahoma City Thunder,110,Houston Rockets,118,Box Score,,18462,
Sun Apr 3 2016,3:30 PM,Washington Wizards,109,Los Angeles Clippers,114,Box Score,,19060,
Sun Apr 3 2016,9:30 PM,Boston Celtics,107,Los Angeles Lakers,100,Box Score,,18997,
Sun Apr 3 2016,7:00 PM,Chicago Bulls,102,Milwaukee Bucks,98,Box Score,,15768,
Sun Apr 3 2016,3:30 PM,Dallas Mavericks,88,Minnesota Timberwolves,78,Box Score,,16117,
Sun Apr 3 2016,7:30 PM,Indiana Pacers,92,New York Knicks,87,Box Score,,19812,
Sun Apr 3 2016,6:00 PM,Memphis Grizzlies,107,Orlando Magic,119,Box Score,,17741,
Sun Apr 3 2016,6:00 PM,Utah Jazz,101,Phoenix Suns,86,Box Score,,17279,
Tue Apr 5 2016,8:00 PM,Phoenix Suns,90,Atlanta Hawks,103,Box Score,,15176,
Tue Apr 5 2016,9:00 PM,Oklahoma City Thunder,124,Denver Nuggets,102,Box Score,,12611,
Tue Apr 5 2016,10:30 PM,Minnesota Timberwolves,124,Golden State Warriors,117,Box Score,OT,19596,
Tue Apr 5 2016,10:30 PM,Los Angeles Lakers,81,Los Angeles Clippers,103,Box Score,,19537,
Tue Apr 5 2016,8:00 PM,Chicago Bulls,92,Memphis Grizzlies,108,Box Score,,17591,
Tue Apr 5 2016,8:00 PM,Detroit Pistons,89,Miami Heat,107,Box Score,,19621,
Tue Apr 5 2016,8:00 PM,Cleveland Cavaliers,109,Milwaukee Bucks,80,Box Score,,15061,
Tue Apr 5 2016,7:00 PM,New Orleans Pelicans,93,Philadelphia 76ers,107,Box Score,,10978,
Tue Apr 5 2016,10:00 PM,Portland Trail Blazers,115,Sacramento Kings,107,Box Score,,17317,
Tue Apr 5 2016,7:30 PM,Charlotte Hornets,90,Toronto Raptors,96,Box Score,,19800,
Tue Apr 5 2016,9:00 PM,San Antonio Spurs,88,Utah Jazz,86,Box Score,,19381,
Wed Apr 6 2016,7:30 PM,New Orleans Pelicans,97,Boston Celtics,104,Box Score,,18624,
Wed Apr 6 2016,9:30 PM,Houston Rockets,86,Dallas Mavericks,88,Box Score,,20108,
Wed Apr 6 2016,7:00 PM,Cleveland Cavaliers,109,Indiana Pacers,123,Box Score,,18165,
Wed Apr 6 2016,10:30 PM,Los Angeles Clippers,91,Los Angeles Lakers,81,Box Score,,18997,
Wed Apr 6 2016,7:30 PM,Charlotte Hornets,111,New York Knicks,97,Box Score,,19812,
Wed Apr 6 2016,7:00 PM,Detroit Pistons,108,Orlando Magic,104,Box Score,,16553,
Wed Apr 6 2016,10:00 PM,Oklahoma City Thunder,115,Portland Trail Blazers,120,Box Score,,19393,
Wed Apr 6 2016,7:00 PM,Brooklyn Nets,103,Washington Wizards,121,Box Score,,16846,
Thu Apr 7 2016,8:00 PM,Toronto Raptors,87,Atlanta Hawks,95,Box Score,,17864,
Thu Apr 7 2016,10:30 PM,San Antonio Spurs,101,Golden State Warriors,112,Box Score,,19596,
Thu Apr 7 2016,8:00 PM,Phoenix Suns,124,Houston Rockets,115,Box Score,,18227,
Thu Apr 7 2016,8:00 PM,Chicago Bulls,98,Miami Heat,106,Box Score,,19771,
Thu Apr 7 2016,10:00 PM,Minnesota Timberwolves,105,Sacramento Kings,97,Box Score,,17317,
Fri Apr 8 2016,7:30 PM,Milwaukee Bucks,109,Boston Celtics,124,Box Score,,18624,
Fri Apr 8 2016,7:00 PM,Brooklyn Nets,99,Charlotte Hornets,113,Box Score,,18337,
Fri Apr 8 2016,8:30 PM,Memphis Grizzlies,93,Dallas Mavericks,103,Box Score,,20211,
Fri Apr 8 2016,9:00 PM,San Antonio Spurs,98,Denver Nuggets,102,Box Score,,16347,
Fri Apr 8 2016,7:30 PM,Washington Wizards,99,Detroit Pistons,112,Box Score,,18207,
Fri Apr 8 2016,8:00 PM,Los Angeles Lakers,102,New Orleans Pelicans,110,Box Score,,18607,
Fri Apr 8 2016,7:00 PM,Miami Heat,109,Orlando Magic,112,Box Score,,18152,
Fri Apr 8 2016,7:00 PM,New York Knicks,109,Philadelphia 76ers,102,Box Score,,16076,
Fri Apr 8 2016,7:30 PM,Indiana Pacers,98,Toronto Raptors,111,Box Score,,19800,
Fri Apr 8 2016,9:00 PM,Los Angeles Clippers,102,Utah Jazz,99,Box Score,OT,19911,
Sat Apr 9 2016,7:30 PM,Boston Celtics,107,Atlanta Hawks,118,Box Score,,19257,
Sat Apr 9 2016,8:30 PM,Cleveland Cavaliers,102,Chicago Bulls,105,Box Score,,22186,
Sat Apr 9 2016,8:00 PM,Golden State Warriors,100,Memphis Grizzlies,99,Box Score,,18119,
Sat Apr 9 2016,7:00 PM,Phoenix Suns,121,New Orleans Pelicans,100,Box Score,,16932,
Sat Apr 9 2016,10:30 PM,Minnesota Timberwolves,106,Portland Trail Blazers,105,Box Score,,19733,
Sat Apr 9 2016,10:30 PM,Oklahoma City Thunder,112,Sacramento Kings,114,Box Score,,17317,
Sun Apr 10 2016,5:00 PM,Utah Jazz,100,Denver Nuggets,84,Box Score,,16172,
Sun Apr 10 2016,3:30 PM,Los Angeles Lakers,110,Houston Rockets,130,Box Score,,18442,
Sun Apr 10 2016,6:00 PM,Brooklyn Nets,105,Indiana Pacers,129,Box Score,,18165,
Sun Apr 10 2016,3:30 PM,Dallas Mavericks,91,Los Angeles Clippers,98,Box Score,,19170,
Sun Apr 10 2016,6:00 PM,Orlando Magic,96,Miami Heat,118,Box Score,,19913,
Sun Apr 10 2016,7:30 PM,Toronto Raptors,93,New York Knicks,89,Box Score,,19812,
Sun Apr 10 2016,5:00 PM,Milwaukee Bucks,109,Philadelphia 76ers,108,Box Score,OT,16267,
Sun Apr 10 2016,7:00 PM,Golden State Warriors,92,San Antonio Spurs,86,Box Score,,18658,
Sun Apr 10 2016,12:00 PM,Charlotte Hornets,98,Washington Wizards,113,Box Score,,19187,
Mon Apr 11 2016,7:30 PM,Charlotte Hornets,114,Boston Celtics,100,Box Score,,18624,
Mon Apr 11 2016,7:30 PM,Washington Wizards,120,Brooklyn Nets,111,Box Score,,14653,
Mon Apr 11 2016,7:00 PM,Atlanta Hawks,94,Cleveland Cavaliers,109,Box Score,,20562,
Mon Apr 11 2016,8:00 PM,Houston Rockets,129,Minnesota Timberwolves,105,Box Score,,14983,
Mon Apr 11 2016,8:00 PM,Chicago Bulls,121,New Orleans Pelicans,116,Box Score,,16867,
Mon Apr 11 2016,8:00 PM,Los Angeles Lakers,79,Oklahoma City Thunder,112,Box Score,,18203,
Mon Apr 11 2016,7:00 PM,Milwaukee Bucks,98,Orlando Magic,107,Box Score,,18374,
Mon Apr 11 2016,10:00 PM,Sacramento Kings,105,Phoenix Suns,101,Box Score,,17288,
Mon Apr 11 2016,9:00 PM,Dallas Mavericks,101,Utah Jazz,92,Box Score,,19911,
Tue Apr 12 2016,7:30 PM,Miami Heat,99,Detroit Pistons,93,Box Score,,18575,
Tue Apr 12 2016,7:00 PM,New York Knicks,90,Indiana Pacers,102,Box Score,,17906,
Tue Apr 12 2016,10:30 PM,Memphis Grizzlies,84,Los Angeles Clippers,110,Box Score,,19147,
Tue Apr 12 2016,8:00 PM,Oklahoma City Thunder,98,San Antonio Spurs,102,Box Score,OT,18765,
Tue Apr 12 2016,7:30 PM,Philadelphia 76ers,98,Toronto Raptors,122,Box Score,,19800,
Wed Apr 13 2016,8:00 PM,Miami Heat,88,Boston Celtics,98,Box Score,,18624,
Wed Apr 13 2016,8:00 PM,Toronto Raptors,103,Brooklyn Nets,96,Box Score,,16517,
Wed Apr 13 2016,8:00 PM,Philadelphia 76ers,105,Chicago Bulls,115,Box Score,,21777,
Wed Apr 13 2016,8:00 PM,Orlando Magic,103,Charlotte Hornets,117,Box Score,,17372,
Wed Apr 13 2016,8:00 PM,Detroit Pistons,112,Cleveland Cavaliers,110,Box Score,OT,20562,
Wed Apr 13 2016,8:00 PM,San Antonio Spurs,96,Dallas Mavericks,91,Box Score,,20346,
Wed Apr 13 2016,10:30 PM,Memphis Grizzlies,104,Golden State Warriors,125,Box Score,,19596,
Wed Apr 13 2016,8:00 PM,Sacramento Kings,81,Houston Rockets,116,Box Score,,18311,
Wed Apr 13 2016,10:30 PM,Utah Jazz,96,Los Angeles Lakers,101,Box Score,,18997,
Wed Apr 13 2016,8:00 PM,Indiana Pacers,97,Milwaukee Bucks,92,Box Score,,16569,
Wed Apr 13 2016,8:00 PM,New Orleans Pelicans,109,Minnesota Timberwolves,144,Box Score,,14889,
Wed Apr 13 2016,10:30 PM,Los Angeles Clippers,105,Phoenix Suns,114,Box Score,,18055,
Wed Apr 13 2016,10:30 PM,Denver Nuggets,99,Portland Trail Blazers,107,Box Score,,19571,
Wed Apr 13 2016,8:00 PM,Atlanta Hawks,98,Washington Wizards,109,Box Score,,17399,
Sat Apr 16 2016,7:00 PM,Boston Celtics,101,Atlanta Hawks,102,Box Score,,18980,
Sat Apr 16 2016,3:30 PM,Houston Rockets,78,Golden State Warriors,104,Box Score,,19596,
Sat Apr 16 2016,9:30 PM,Dallas Mavericks,70,Oklahoma City Thunder,108,Box Score,,18203,
Sat Apr 16 2016,12:30 PM,Indiana Pacers,100,Toronto Raptors,90,Box Score,,19800,
Sun Apr 17 2016,3:00 PM,Detroit Pistons,101,Cleveland Cavaliers,106,Box Score,,20562,
Sun Apr 17 2016,10:30 PM,Portland Trail Blazers,95,Los Angeles Clippers,115,Box Score,,19122,
Sun Apr 17 2016,5:30 PM,Charlotte Hornets,91,Miami Heat,123,Box Score,,19600,
Sun Apr 17 2016,8:00 PM,Memphis Grizzlies,74,San Antonio Spurs,106,Box Score,,18418,
Mon Apr 18 2016,10:30 PM,Houston Rockets,106,Golden State Warriors,115,Box Score,,19596,
Mon Apr 18 2016,8:00 PM,Dallas Mavericks,85,Oklahoma City Thunder,84,Box Score,,18203,
Mon Apr 18 2016,7:00 PM,Indiana Pacers,87,Toronto Raptors,98,Box Score,,19800,
Tue Apr 19 2016,7:00 PM,Boston Celtics,72,Atlanta Hawks,89,Box Score,,18972,
Tue Apr 19 2016,9:30 PM,Memphis Grizzlies,68,San Antonio Spurs,94,Box Score,,18418,
Wed Apr 20 2016,8:00 PM,Detroit Pistons,90,Cleveland Cavaliers,107,Box Score,,20562,
Wed Apr 20 2016,10:30 PM,Portland Trail Blazers,81,Los Angeles Clippers,102,Box Score,,19127,
Wed Apr 20 2016,7:00 PM,Charlotte Hornets,103,Miami Heat,115,Box Score,,19650,
Thu Apr 21 2016,7:00 PM,Oklahoma City Thunder,131,Dallas Mavericks,102,Box Score,,20150,
Thu Apr 21 2016,9:30 PM,Golden State Warriors,96,Houston Rockets,97,Box Score,,18200,
Thu Apr 21 2016,7:30 PM,Toronto Raptors,101,Indiana Pacers,85,Box Score,,18165,
Fri Apr 22 2016,8:00 PM,Atlanta Hawks,103,Boston Celtics,111,Box Score,,18624,
Fri Apr 22 2016,7:00 PM,Cleveland Cavaliers,101,Detroit Pistons,91,Box Score,,21584,
Fri Apr 22 2016,9:30 PM,San Antonio Spurs,96,Memphis Grizzlies,87,Box Score,,18119,
Sat Apr 23 2016,5:30 PM,Miami Heat,80,Charlotte Hornets,96,Box Score,,19604,
Sat Apr 23 2016,8:00 PM,Oklahoma City Thunder,119,Dallas Mavericks,108,Box Score,,20516,
Sat Apr 23 2016,3:00 PM,Toronto Raptors,83,Indiana Pacers,100,Box Score,,18165,
Sat Apr 23 2016,10:30 PM,Los Angeles Clippers,88,Portland Trail Blazers,96,Box Score,,19761,
Sun Apr 24 2016,6:00 PM,Atlanta Hawks,95,Boston Celtics,104,Box Score,OT,18624,
Sun Apr 24 2016,8:30 PM,Cleveland Cavaliers,100,Detroit Pistons,98,Box Score,,21584,
Sun Apr 24 2016,3:30 PM,Golden State Warriors,121,Houston Rockets,94,Box Score,,18200,
Sun Apr 24 2016,1:00 PM,San Antonio Spurs,116,Memphis Grizzlies,95,Box Score,,18119,
Mon Apr 25 2016,7:00 PM,Miami Heat,85,Charlotte Hornets,89,Box Score,,19156,
Mon Apr 25 2016,8:00 PM,Dallas Mavericks,104,Oklahoma City Thunder,118,Box Score,,18203,
Mon Apr 25 2016,10:30 PM,Los Angeles Clippers,84,Portland Trail Blazers,98,Box Score,,19607,
Tue Apr 26 2016,8:30 PM,Boston Celtics,83,Atlanta Hawks,110,Box Score,,18987,
Tue Apr 26 2016,6:00 PM,Indiana Pacers,99,Toronto Raptors,102,Box Score,,19800,
Wed Apr 27 2016,10:30 PM,Houston Rockets,81,Golden State Warriors,114,Box Score,,19596,
Wed Apr 27 2016,10:00 PM,Portland Trail Blazers,108,Los Angeles Clippers,98,Box Score,,19060,
Wed Apr 27 2016,8:00 PM,Charlotte Hornets,90,Miami Heat,88,Box Score,,19685,
Thu Apr 28 2016,8:00 PM,Atlanta Hawks,104,Boston Celtics,92,Box Score,,18624,
Fri Apr 29 2016,8:00 PM,Miami Heat,97,Charlotte Hornets,90,Box Score,,19636,
Fri Apr 29 2016,7:30 PM,Toronto Raptors,83,Indiana Pacers,101,Box Score,,18165,
Fri Apr 29 2016,10:30 PM,Los Angeles Clippers,103,Portland Trail Blazers,106,Box Score,,19768,
Sat Apr 30 2016,8:30 PM,Oklahoma City Thunder,92,San Antonio Spurs,124,Box Score,,18418,
Sun May 1 2016,3:30 PM,Portland Trail Blazers,106,Golden State Warriors,118,Box Score,,19596,
Sun May 1 2016,1:00 PM,Charlotte Hornets,73,Miami Heat,106,Box Score,,19868,
Sun May 1 2016,8:00 PM,Indiana Pacers,84,Toronto Raptors,89,Box Score,,20669,
Mon May 2 2016,7:00 PM,Atlanta Hawks,93,Cleveland Cavaliers,104,Box Score,,20562,
Mon May 2 2016,9:30 PM,Oklahoma City Thunder,98,San Antonio Spurs,97,Box Score,,18418,
Tue May 3 2016,10:30 PM,Portland Trail Blazers,99,Golden State Warriors,110,Box Score,,19596,
Tue May 3 2016,8:00 PM,Miami Heat,102,Toronto Raptors,96,Box Score,OT,19800,
Wed May 4 2016,8:00 PM,Atlanta Hawks,98,Cleveland Cavaliers,123,Box Score,,20562,
Thu May 5 2016,8:00 PM,Miami Heat,92,Toronto Raptors,96,Box Score,OT,20906,
Fri May 6 2016,7:00 PM,Cleveland Cavaliers,121,Atlanta Hawks,108,Box Score,,19089,
Fri May 6 2016,9:30 PM,San Antonio Spurs,100,Oklahoma City Thunder,96,Box Score,,18203,
Sat May 7 2016,5:00 PM,Toronto Raptors,95,Miami Heat,91,Box Score,,19675,
Sat May 7 2016,8:30 PM,Golden State Warriors,108,Portland Trail Blazers,120,Box Score,,19673,
Sun May 8 2016,3:30 PM,Cleveland Cavaliers,100,Atlanta Hawks,99,Box Score,,19031,
Sun May 8 2016,8:00 PM,San Antonio Spurs,97,Oklahoma City Thunder,111,Box Score,,18203,
Mon May 9 2016,8:00 PM,Toronto Raptors,87,Miami Heat,94,Box Score,OT,19600,
Mon May 9 2016,10:30 PM,Golden State Warriors,132,Portland Trail Blazers,125,Box Score,OT,19583,
Tue May 10 2016,8:00 PM,Oklahoma City Thunder,95,San Antonio Spurs,91,Box Score,,18418,
Wed May 11 2016,10:30 PM,Portland Trail Blazers,121,Golden State Warriors,125,Box Score,,19596,
Wed May 11 2016,8:00 PM,Miami Heat,91,Toronto Raptors,99,Box Score,,20155,
Thu May 12 2016,8:30 PM,San Antonio Spurs,99,Oklahoma City Thunder,113,Box Score,,18203,
Fri May 13 2016,8:00 PM,Toronto Raptors,91,Miami Heat,103,Box Score,,19757,
Sun May 15 2016,3:30 PM,Miami Heat,89,Toronto Raptors,116,Box Score,,20257,
Mon May 16 2016,9:00 PM,Oklahoma City Thunder,108,Golden State Warriors,102,Box Score,,19596,
Tue May 17 2016,8:30 PM,Toronto Raptors,84,Cleveland Cavaliers,115,Box Score,,20562,
Wed May 18 2016,9:00 PM,Oklahoma City Thunder,91,Golden State Warriors,118,Box Score,,19596,
Thu May 19 2016,8:30 PM,Toronto Raptors,89,Cleveland Cavaliers,108,Box Score,,20562,
Sat May 21 2016,8:30 PM,Cleveland Cavaliers,84,Toronto Raptors,99,Box Score,,20207,
Sun May 22 2016,8:00 PM,Golden State Warriors,105,Oklahoma City Thunder,133,Box Score,,18203,
Mon May 23 2016,8:30 PM,Cleveland Cavaliers,99,Toronto Raptors,105,Box Score,,20367,
Tue May 24 2016,9:00 PM,Golden State Warriors,94,Oklahoma City Thunder,118,Box Score,,18203,
Wed May 25 2016,8:30 PM,Toronto Raptors,78,Cleveland Cavaliers,116,Box Score,,20562,
Thu May 26 2016,9:00 PM,Oklahoma City Thunder,111,Golden State Warriors,120,Box Score,,19596,
Fri May 27 2016,8:30 PM,Cleveland Cavaliers,113,Toronto Raptors,87,Box Score,,20605,
Sat May 28 2016,9:00 PM,Golden State Warriors,108,Oklahoma City Thunder,101,Box Score,,18203,
Mon May 30 2016,9:00 PM,Oklahoma City Thunder,88,Golden State Warriors,96,Box Score,,19596,
Thu Jun 2 2016,9:00 PM,Cleveland Cavaliers,89,Golden State Warriors,104,Box Score,,19596,
Sun Jun 5 2016,8:00 PM,Cleveland Cavaliers,77,Golden State Warriors,110,Box Score,,19596,
Wed Jun 8 2016,9:00 PM,Golden State Warriors,90,Cleveland Cavaliers,120,Box Score,,20562,
Fri Jun 10 2016,9:00 PM,Golden State Warriors,108,Cleveland Cavaliers,97,Box Score,,20562,
Mon Jun 13 2016,9:00 PM,Cleveland Cavaliers,112,Golden State Warriors,97,Box Score,,19596,
Thu Jun 16 2016,9:00 PM,Golden State Warriors,101,Cleveland Cavaliers,115,Box Score,,20562,
Sun Jun 19 2016,8:00 PM,Cleveland Cavaliers,93,Golden State Warriors,89,Box Score,,19596,
